height, node1-size, node2-size
632, 14736, 11452
633, 14760, 11488
634, 14796, 11488
635, 14824, 11516
636, 14856, 11552
637, 14884, 11604
639, 14940, 11660
640, 14972, 11660
641, 15004, 11788
642, 15028, 11812
643, 15060, 11844
644, 15092, 11876
645, 15124, 11908
646, 15152, 11940
647, 15184, 11964
648, 15212, 12000
650, 15268, 12024
651, 15304, 12116
652, 15328, 12148
653, 15360, 12184
654, 15384, 12236
656, 15452, 12268
657, 15476, 12328
658, 15508, 12360
659, 15540, 10240
661, 15596, 10328
662, 15632, 10360
663, 15660, 10404
664, 15688, 8880
665, 15720, 8912
666, 15748, 8912
667, 15780, 8940
668, 15808, 8976
669, 15840, 9036
670, 15872, 9128
671, 15896, 9128
672, 15928, 9188
673, 15964, 9224
674, 15996, 9252
676, 14248, 9308
678, 14316, 9340
679, 14344, 9368
680, 14376, 9424
681, 14288, 9528
682, 14312, 9528
683, 14348, 9588
684, 14380, 9616
685, 14404, 9644
687, 14468, 9676
688, 14496, 9736
689, 14528, 9768
690, 14560, 9860
691, 14584, 9892
692, 14616, 9916
694, 14676, 9948
695, 14708, 10012
696, 14732, 10040
697, 14764, 10068
698, 14796, 10068
699, 14820, 10124
700, 14856, 10224
701, 14884, 10252
702, 14916, 10284
704, 14972, 10304
705, 15004, 10340
706, 15036, 10372
707, 15060, 10424
708, 15088, 10460
709, 15120, 10484
710, 15144, 10576
711, 15180, 10608
712, 15208, 10640
713, 15240, 10668
714, 15264, 10700
715, 15308, 10724
717, 15356, 10788
718, 15384, 10816
719, 15416, 10848
720, 15448, 10892
721, 15472, 10968
722, 15508, 10996
723, 15540, 11032
724, 15564, 11056
725, 15604, 11088
727, 15640, 11116
729, 15712, 11212
730, 15744, 11300
731, 15772, 11336
732, 15800, 11360
734, 15864, 11396
735, 15892, 11448
736, 15920, 11480
737, 15952, 11512
738, 15988, 11544
740, 16044, 11572
741, 16076, 11664
742, 16100, 11724
744, 16160, 11756
745, 16196, 11816
746, 16220, 11844
748, 16280, 11872
749, 16308, 11904
750, 16340, 11936
751, 16368, 12056
752, 16400, 12088
753, 16424, 12112
754, 16456, 12144
755, 16488, 12144
756, 16520, 12208
757, 16548, 12236
758, 16580, 12264
759, 16608, 12296
760, 16640, 12388
761, 16664, 12420
763, 16728, 12452
764, 16756, 12480
765, 16788, 12540
766, 16820, 12572
768, 16876, 12600
769, 16904, 12628
770, 16936, 12656
771, 16964, 12752
772, 16996, 12784
773, 17028, 12844
774, 17056, 12844
775, 17084, 12872
776, 17116, 12904
777, 17148, 12968
778, 17172, 12988
779, 17204, 13020
780, 17232, 13112
782, 17292, 13152
783, 17328, 13204
784, 17352, 13236
785, 17380, 13260
786, 17412, 13264
787, 17444, 13292
788, 17476, 13328
789, 17500, 13384
790, 17532, 13472
791, 17560, 13508
792, 17596, 13536
793, 17620, 13568
794, 17652, 13596
795, 17684, 13628
797, 17736, 13652
799, 17800, 13716
800, 17832, 13836
801, 17856, 13860
802, 17888, 13896
803, 17916, 13896
804, 17948, 13956
806, 18008, 13980
807, 18016, 14016
808, 18064, 14036
809, 18096, 14100
810, 18120, 14188
811, 18152, 14220
812, 18176, 14248
814, 18240, 14280
815, 18272, 14336
816, 18300, 12216
818, 18356, 12236
819, 18392, 12296
820, 18420, 12296
821, 18448, 10844
822, 18476, 10880
823, 18512, 10904
825, 18568, 10932
826, 18596, 10964
827, 18628, 11028
828, 18656, 11048
829, 18684, 11084
830, 18716, 11172
832, 18776, 11212
833, 18804, 11232
834, 18836, 11296
835, 18860, 11320
836, 18896, 11356
837, 18924, 11356
838, 18960, 11416
840, 19008, 11444
841, 19044, 11536
843, 19104, 11596
844, 19132, 11628
845, 19164, 11692
846, 19188, 11716
847, 19228, 11752
849, 19288, 11784
850, 19308, 11816
851, 19340, 11932
852, 19372, 11964
854, 19428, 12016
855, 19460, 12048
856, 19488, 12084
857, 19520, 12104
858, 19548, 12104
859, 19584, 12172
861, 19636, 12264
862, 19668, 12320
863, 19700, 12320
864, 19728, 12384
865, 19760, 12408
867, 19812, 12444
868, 19844, 12468
869, 19872, 12500
870, 19908, 12628
871, 19928, 12648
872, 19964, 12684
873, 20000, 12708
874, 20028, 12748
875, 20052, 12772
876, 20084, 12796
877, 20116, 12832
878, 20140, 12856
880, 17104, 9812
881, 17132, 9916
882, 17160, 9944
884, 17224, 9980
885, 17260, 10040
886, 17280, 10068
887, 17316, 10096
888, 17340, 10128
889, 17376, 10156
891, 17436, 10280
892, 17460, 10312
893, 17492, 10312
894, 15732, 10336
895, 15768, 10404
896, 15792, 10428
898, 15856, 10460
899, 15884, 10488
900, 15788, 10612
901, 15812, 10640
903, 15868, 10672
904, 15904, 10696
905, 15932, 10732
906, 15968, 10792
907, 15988, 10812
908, 16024, 10844
909, 16048, 10872
910, 16080, 10964
912, 16144, 10992
913, 16168, 11056
914, 16200, 11084
915, 16224, 11112
916, 16260, 11148
918, 16312, 11176
920, 16376, 11324
921, 16400, 11324
922, 16432, 11384
923, 16464, 11412
925, 16520, 11444
926, 16544, 11500
927, 16584, 11532
929, 16640, 11560
931, 16700, 11680
932, 16724, 11732
933, 16756, 11736
934, 16788, 11796
935, 16816, 11828
936, 16844, 11852
937, 16868, 11884
938, 16908, 11916
940, 16964, 11948
942, 17024, 12100
943, 17048, 12128
944, 17084, 12160
946, 17128, 12192
947, 17168, 12220
948, 17200, 12248
949, 17232, 12312
950, 17256, 12316
951, 17288, 12428
952, 17316, 12456
953, 17348, 12488
954, 17376, 12516
956, 17432, 12548
957, 17460, 12576
958, 17488, 12632
959, 17528, 12664
961, 17580, 12756
962, 17608, 12812
963, 17640, 12812
964, 17664, 12836
965, 17696, 12900
966, 17728, 12932
967, 17756, 12956
968, 17788, 12988
970, 17844, 13012
971, 17872, 13112
972, 17900, 13168
973, 17928, 13192
974, 17960, 13228
976, 18020, 13256
977, 18048, 13308
978, 18080, 11188
979, 18104, 11212
981, 18168, 11308
982, 18196, 11340
983, 18224, 9856
984, 18252, 9884
985, 18280, 9916
987, 18340, 9944
988, 18372, 9980
989, 18400, 10032
990, 18428, 10120
992, 18488, 10148
993, 18520, 10212
994, 18540, 10236
995, 18576, 10268
996, 18600, 10300
997, 18632, 10328
998, 18660, 10360
1000, 18720, 10388
1001, 18748, 10480
1002, 18784, 10516
1003, 18816, 10544
1004, 18844, 10600
1006, 18904, 10664
1007, 18936, 10664
1008, 18968, 10700
1009, 19000, 10760
1011, 19064, 10884
1012, 19092, 10916
1013, 19128, 10948
1014, 19156, 10984
1016, 19212, 11012
1017, 19244, 11068
1018, 19280, 11108
1019, 19304, 11108
1020, 19340, 11236
1022, 19396, 11264
1023, 19428, 11296
1024, 19464, 11324
1025, 19496, 11364
1026, 19520, 11420
1027, 19552, 11448
1028, 19584, 11484
1029, 19616, 11512
1030, 19648, 11516
1031, 19684, 11644
1032, 19716, 11680
1034, 19776, 11700
1035, 19804, 11744
1036, 19832, 11772
1037, 19860, 11828
1038, 19892, 11860
1039, 19924, 11892
1040, 19960, 11992
1042, 20016, 12024
1043, 20048, 12088
1044, 20076, 12112
1045, 20108, 12144
1046, 20144, 12180
1047, 20172, 12208
1049, 20232, 12244
1050, 20264, 12276
1051, 20300, 12372
1052, 20328, 12436
1053, 20360, 12436
1054, 20388, 12472
1055, 20420, 12528
1056, 20456, 12564
1058, 20512, 12600
1059, 20544, 12624
1060, 20580, 12760
1061, 20612, 12796
1062, 20644, 12824
1063, 20680, 12852
1065, 20740, 12888
1066, 20772, 12920
1067, 20800, 12980
1068, 20836, 12984
1069, 20860, 13040
1071, 20924, 13152
1072, 20960, 13180
1074, 21020, 13240
1075, 21052, 13276
1076, 21088, 13344
1077, 21120, 13376
1078, 21148, 13408
1080, 21208, 13440
1081, 21240, 13540
1082, 21276, 13608
1083, 21308, 13640
1084, 21332, 13668
1085, 21368, 13700
1087, 21428, 13736
