height, node1-size, node2-size
569, 12812, 11768
570, 12836, 11796
571, 12872, 11828
572, 12900, 11828
573, 12932, 11864
574, 12956, 11920
575, 12988, 11952
576, 13016, 11952
577, 13048, 12012
578, 13080, 12040
579, 13108, 12076
580, 13136, 12096
581, 13164, 12096
582, 13196, 12160
583, 13228, 12192
584, 13256, 12220
585, 13284, 12252
586, 13316, 12280
587, 13340, 12304
588, 13376, 12344
589, 13404, 12372
590, 13436, 12380
591, 13456, 12428
592, 13492, 12456
593, 13512, 12456
594, 13552, 12520
595, 13576, 12544
596, 13608, 12580
597, 13636, 12580
598, 13664, 12636
599, 13696, 12668
600, 13728, 12704
601, 13752, 12724
602, 13780, 12724
603, 13812, 12788
604, 13840, 12816
605, 13872, 12848
606, 13900, 12880
607, 13932, 12912
608, 13952, 12936
609, 13988, 12936
610, 14016, 13004
611, 14052, 13032
612, 14072, 13060
613, 14108, 13088
614, 14132, 13088
615, 14164, 13144
616, 14192, 13184
617, 14224, 13212
618, 14252, 13212
619, 14280, 13268
620, 14308, 13296
621, 14340, 13332
622, 14368, 13360
623, 14400, 13360
624, 14428, 13420
625, 14460, 13456
626, 14484, 13476
627, 14520, 13516
628, 14548, 13544
629, 14572, 13568
630, 14604, 13600
631, 14632, 13632
632, 14664, 13664
633, 14692, 13692
634, 14724, 13724
635, 14748, 13756
636, 14780, 13780
637, 14804, 13812
638, 14840, 13844
639, 14868, 13844
640, 14896, 13900
641, 14924, 12364
642, 14932, 12364
643, 14984, 12420
644, 15016, 12420
645, 15044, 12484
646, 15076, 12516
647, 15100, 9752
648, 15128, 9788
649, 15164, 9820
650, 15192, 9852
651, 15220, 9852
652, 15248, 9908
653, 15280, 9940
654, 15304, 9968
655, 15340, 10000
656, 15368, 10008
657, 15396, 10060
658, 15424, 10092
659, 15456, 10092
660, 15484, 10156
661, 15516, 10184
662, 15544, 10216
663, 15576, 10216
664, 15604, 10280
665, 15632, 10304
666, 15664, 10344
667, 15696, 10372
668, 15720, 10396
669, 15728, 10396
670, 15780, 10432
671, 15808, 10492
672, 15840, 10520
673, 15852, 10520
674, 15904, 10584
675, 15924, 10612
676, 15956, 10644
677, 15988, 10680
678, 16020, 10712
679, 16044, 10740
680, 14264, 10764
681, 14296, 10800
682, 14320, 10824
683, 14360, 10864
684, 14388, 10864
685, 14420, 10928
686, 14308, 10952
687, 14340, 10984
688, 14368, 11020
689, 14400, 11044
690, 14424, 11076
691, 14460, 11108
692, 14484, 11140
693, 14516, 11168
694, 14548, 11200
695, 14576, 11236
696, 14604, 11236
697, 14632, 11296
698, 14664, 11324
699, 14692, 11356
700, 14724, 11356
701, 14752, 11416
702, 14780, 11448
703, 14808, 11476
704, 14836, 11476
705, 14872, 11536
706, 14900, 11572
707, 14924, 11596
708, 14952, 11596
709, 14980, 11632
710, 15016, 11660
711, 15040, 11720
712, 15076, 11752
713, 15100, 11784
714, 15132, 11784
715, 15156, 11812
716, 15196, 11880
717, 15220, 11912
718, 15244, 11912
719, 15276, 11972
720, 15304, 12000
721, 15332, 12024
722, 15364, 12064
723, 15396, 12092
724, 15424, 12092
725, 15452, 12152
726, 15480, 12184
727, 15516, 12220
728, 15536, 12220
729, 15572, 12280
730, 15596, 12308
731, 15632, 12344
732, 15652, 12364
733, 15692, 12400
734, 15716, 12400
735, 15748, 12436
736, 15772, 12492
737, 15808, 12524
738, 15832, 12524
739, 15864, 12588
740, 15892, 12616
741, 15920, 12652
742, 15948, 12652
743, 15976, 12712
744, 16012, 12724
745, 16040, 12780
746, 16068, 12804
747, 16092, 12840
748, 16128, 12864
749, 16148, 12896
750, 16188, 12932
751, 16212, 12960
752, 16248, 12960
753, 16268, 13016
754, 16304, 13016
755, 16332, 13084
756, 16360, 13112
757, 16388, 13144
758, 16420, 13144
759, 16448, 13204
760, 16472, 13236
761, 16508, 13268
762, 16536, 13304
763, 16564, 13328
764, 16592, 13360
765, 16624, 13392
766, 16652, 13428
767, 16684, 13428
768, 16708, 13488
769, 16744, 13520
770, 16764, 13548
771, 16800, 13576
772, 16828, 13616
773, 16860, 13644
774, 16884, 13676
775, 16916, 13676
776, 16944, 13708
777, 16980, 13772
778, 17004, 13800
779, 17036, 13832
780, 17064, 13832
781, 17092, 13896
782, 17120, 13928
783, 17156, 13960
784, 17184, 13960
785, 17208, 13996
786, 17240, 14052
787, 17268, 14084
788, 17296, 14112
789, 17328, 14148
790, 17360, 14176
791, 17384, 14212
792, 17416, 14236
793, 17440, 14272
794, 17476, 14272
795, 17500, 14332
796, 17532, 14336
797, 17560, 14400
798, 17592, 14428
799, 17616, 14460
800, 17652, 14460
801, 17680, 14524
802, 17708, 14552
803, 17736, 14584
804, 17764, 14612
805, 17800, 14652
806, 17820, 14676
807, 17856, 14716
808, 17880, 14716
809, 17912, 14744
810, 17936, 14804
811, 17972, 14840
812, 18000, 14872
813, 18028, 14872
814, 18056, 14928
815, 18084, 14964
816, 18116, 14992
817, 18144, 14992
818, 18176, 15056
819, 18204, 15092
820, 18228, 15116
821, 18260, 15148
822, 18292, 15184
823, 18320, 15212
824, 18348, 15248
825, 18376, 15276
826, 18408, 15312
827, 18432, 15312
828, 18468, 15340
829, 18496, 15404
830, 18524, 15436
831, 18552, 15468
832, 18584, 15504
833, 18616, 15504
834, 18644, 15568
835, 18672, 15596
836, 18700, 15632
837, 18732, 15632
838, 18756, 15692
839, 18792, 15728
840, 18820, 15760
841, 18848, 15760
842, 18876, 15788
843, 18908, 15848
844, 18940, 13960
845, 18968, 13984
846, 18992, 13996
847, 19028, 14048
848, 19048, 14076
849, 19084, 13908
850, 19112, 13908
851, 19144, 13984
852, 19168, 13984
853, 19200, 14044
854, 19224, 14076
855, 19260, 14076
856, 19284, 14108
857, 19316, 14172
858, 19344, 14200
859, 19372, 14232
860, 19400, 14232
861, 19432, 14268
862, 19460, 14332
863, 19488, 14364
864, 19520, 14396
865, 19544, 14396
866, 19576, 14432
867, 19604, 14456
868, 19640, 14528
869, 19660, 14556
870, 19692, 14560
871, 19720, 14624
872, 19756, 14656
873, 19780, 14688
874, 19812, 14688
875, 19836, 14728
876, 19868, 14756
877, 19892, 14816
878, 19932, 14848
879, 19956, 14848
880, 19984, 14884
881, 16908, 16008
882, 16936, 11848
883, 16964, 11904
884, 16988, 11936
885, 17028, 11976
886, 17056, 11980
887, 17088, 12012
888, 17112, 12072
889, 17148, 12104
890, 17168, 12112
891, 17200, 12136
892, 17232, 12204
893, 17264, 12204
894, 17288, 12240
895, 17320, 12268
896, 17348, 12304
897, 17380, 12368
898, 17404, 12396
899, 17440, 12432
900, 17464, 12432
901, 17496, 12464
902, 17520, 12500
903, 17552, 12564
904, 17584, 12564
905, 15800, 12624
906, 15828, 12656
907, 15856, 12692
908, 15888, 12724
909, 15912, 12756
910, 15948, 12760
911, 15832, 12788
912, 15864, 12852
913, 15888, 12888
914, 15928, 12888
915, 15948, 12920
916, 15980, 12984
917, 16008, 13020
918, 16040, 13020
919, 16068, 13080
920, 16100, 13080
921, 16124, 13144
922, 16156, 13176
923, 16180, 13204
924, 16208, 13236
925, 16244, 13236
926, 16268, 13272
927, 16296, 13336
928, 16324, 13336
929, 16352, 13396
930, 16380, 13428
931, 16416, 13468
932, 16440, 13500
933, 16472, 13524
934, 16496, 13560
935, 16528, 13560
936, 16556, 13628
937, 16588, 13656
938, 16616, 13656
939, 16648, 13692
940, 16668, 13756
941, 16704, 13788
942, 16732, 13824
943, 16756, 13852
944, 16788, 13852
945, 16816, 13892
946, 16848, 13940
947, 16876, 13984
948, 16904, 13984
949, 16932, 14052
950, 16960, 14084
951, 16984, 14112
952, 17020, 14148
953, 17048, 14184
954, 17076, 14184
955, 17104, 14216
956, 17136, 14280
957, 17156, 14308
958, 17196, 14308
959, 17220, 14376
960, 17252, 14412
961, 17276, 14440
962, 17304, 14440
963, 17332, 14476
964, 17364, 14508
965, 17392, 14568
966, 17420, 14600
967, 17452, 14600
968, 17476, 14660
969, 17504, 14696
970, 17540, 14732
971, 17568, 14768
972, 17588, 14792
973, 17624, 14824
974, 17648, 14860
975, 17680, 14892
976, 17708, 14924
977, 17740, 14924
978, 17764, 14992
979, 17792, 15020
980, 17820, 15052
981, 17856, 15088
982, 17876, 15116
983, 17908, 15152
984, 17936, 15180
985, 17964, 15216
986, 17996, 15248
987, 18024, 15280
988, 18052, 15312
989, 18080, 15340
990, 18108, 15376
991, 18136, 15408
992, 18168, 15440
993, 18192, 15472
994, 18224, 15504
995, 18248, 15540
996, 18276, 15564
997, 18308, 15596
998, 18340, 15596
999, 18364, 15668
1000, 18396, 16896
1001, 18424, 16928
1002, 18456, 16956
1003, 18484, 16988
1004, 18516, 17020
1005, 18548, 16048
1006, 18580, 16084
1007, 18604, 16108
1008, 18640, 16108
1009, 18672, 16172
1010, 18700, 16200
1011, 18728, 16232
1012, 18760, 16232
1013, 18792, 16292
1014, 18820, 16324
1015, 18852, 16352
1016, 18880, 16352
1017, 18912, 16412
1018, 18940, 16444
1019, 18976, 16472
1020, 19008, 16512
1021, 19040, 16536
1022, 19068, 16568
1023, 19096, 16568
1024, 19124, 16596
1025, 19160, 16660
1026, 19188, 16688
1027, 19220, 16720
1028, 19248, 16720
1029, 19280, 16752
1030, 19308, 16808
1031, 19340, 16840
1032, 19372, 16872
1033, 19404, 16900
1034, 19432, 16936
1035, 19456, 16960
1036, 19496, 16996
1037, 19524, 17024
1038, 19556, 17056
1039, 19580, 17084
1040, 19616, 17116
1041, 19644, 17140
1042, 19676, 17176
1043, 19704, 17176
1044, 19736, 17236
1045, 19764, 17268
1046, 19792, 17296
1047, 19828, 17296
1048, 19860, 17356
1049, 19888, 17388
1050, 19916, 17416
1051, 19948, 17452
1052, 19980, 17480
1053, 20012, 17480
1054, 20044, 17516
1055, 20072, 17580
1056, 20096, 17604
1057, 20132, 17604
1058, 20164, 17640
1059, 20200, 17676
1060, 20224, 17728
1061, 20256, 17728
1062, 20284, 17764
1063, 20312, 16492
1064, 20348, 16524
1065, 20380, 16560
1066, 20408, 16588
1067, 20436, 16588
1068, 20468, 11404
1069, 20504, 11444
1070, 20532, 11472
1071, 20564, 11472
1072, 20592, 11536
1073, 20624, 11568
1074, 20652, 11596
1075, 20688, 11632
1076, 20720, 11632
1077, 20740, 11664
1078, 20776, 11696
1079, 20804, 11756
1080, 20840, 11788
1081, 20868, 11788
1082, 20900, 11824
1083, 20928, 11884
1084, 20956, 11912
1085, 20988, 11940
1086, 21024, 11976
1087, 21056, 12008
1088, 21080, 12036
1089, 21112, 12068
1090, 21144, 12068
1091, 21172, 12104
1092, 21208, 12164
1093, 21236, 12196
1094, 21268, 12196
1095, 21296, 12256
1096, 21328, 12260
1097, 21364, 12324
1098, 21388, 12352
1099, 21420, 12380
1100, 21448, 12388
1101, 21484, 12444
1102, 21508, 12476
1103, 21544, 12508
1104, 21572, 12540
1105, 21604, 12572
1106, 21632, 12600
1107, 21664, 12632
1108, 21696, 12668
1109, 21724, 12696
1110, 21756, 12728
1111, 21788, 12756
1112, 21820, 12792
1113, 21844, 12816
1114, 21880, 12816
1115, 21908, 12884
1116, 21940, 12912
1117, 21968, 12944
1118, 22004, 12976
1119, 22032, 12976
1120, 22064, 13036
1121, 22092, 13072
1122, 22128, 13100
1123, 20360, 13128
1124, 20396, 13136
1125, 20428, 13196
1126, 20456, 13224
1127, 20484, 13256
1128, 20516, 13288
1129, 21932, 13288
1130, 20492, 13352
1131, 20520, 13388
1132, 20552, 13416
1133, 20584, 13416
1134, 20612, 13476
1135, 20644, 13508
1136, 20680, 13544
1137, 20704, 13544
